Date,Snow_type,Trigger_type,Avalanche_size_m2,Avalanche_danger_level,Num_wet,Num_dry,Num_mixed,Num_unknown,Num_Natural,Num_Human,Num_Explosive,Num_Unknown_t
1998-12-14,dry,NATURAL,14959.0,3,0,1,0,0,1,0,0,0
1998-12-14,dry,NATURAL,1764.0,3,0,1,0,0,1,0,0,0
1998-12-15,dry,NATURAL,1931.0,3,0,1,0,0,1,0,0,0
1998-12-16,dry,NATURAL,1836.0,2,0,1,0,0,1,0,0,0
1998-12-16,dry,NATURAL,3246.0,2,0,1,0,0,1,0,0,0
1998-12-17,dry,NATURAL,3294.0,2,0,1,0,0,1,0,0,0
1998-12-22,dry,NATURAL,2413.0,2,0,1,0,0,1,0,0,0
1999-01-04,dry,NATURAL,4458.0,2,0,1,0,0,1,0,0,0
1999-01-05,dry,HUMAN,2202.0,2,0,1,0,0,0,1,0,0
1999-01-14,dry,NATURAL,1573.0,3,0,1,0,0,1,0,0,0
1999-01-14,dry,NATURAL,2635.0,3,0,1,0,0,1,0,0,0
1999-01-14,dry,HUMAN,1781.0,3,0,1,0,0,0,1,0,0
1999-01-15,dry,HUMAN,4355.0,3,0,1,0,0,0,1,0,0
1999-01-15,dry,HUMAN,3181.0,3,0,1,0,0,0,1,0,0
1999-01-15,dry,HUMAN,12120.0,3,0,1,0,0,0,1,0,0
1999-01-16,dry,HUMAN,1902.0,3,0,1,0,0,0,1,0,0
1999-01-16,dry,HUMAN,8487.0,3,0,1,0,0,0,1,0,0
1999-01-16,dry,HUMAN,3195.0,3,0,1,0,0,0,1,0,0
1999-01-17,dry,NATURAL,1156.0,2,0,1,0,0,1,0,0,0
1999-01-27,unknown,UNKNOWN,539372.0,4,0,0,0,1,0,0,0,1
1999-01-27,unknown,UNKNOWN,127267.0,4,0,0,0,1,0,0,0,1
1999-01-27,unknown,UNKNOWN,761314.0,4,0,0,0,1,0,0,0,1
1999-01-28,dry,UNKNOWN,23643.0,3,0,1,0,0,0,0,0,1
1999-01-30,dry,NATURAL,2534.0,3,0,1,0,0,1,0,0,0
1999-01-30,dry,HUMAN,9837.0,3,0,1,0,0,0,1,0,0
1999-01-30,unknown,NATURAL,11370.0,3,0,0,0,1,1,0,0,0
1999-02-01,dry,HUMAN,19580.0,3,0,1,0,0,0,1,0,0
1999-02-02,dry,HUMAN,444.0,2,0,1,0,0,0,1,0,0
1999-02-02,dry,HUMAN,23957.0,2,0,1,0,0,0,1,0,0
1999-02-04,dry,HUMAN,5036.0,2,0,1,0,0,0,1,0,0
1999-02-09,unknown,UNKNOWN,39481.0,4,0,0,0,1,0,0,0,1
1999-02-09,dry,NATURAL,23190.0,4,0,1,0,0,1,0,0,0
1999-02-09,unknown,NATURAL,6364.0,4,0,0,0,1,1,0,0,0
1999-02-10,dry,NATURAL,3589.0,4,0,1,0,0,1,0,0,0
1999-02-10,dry,NATURAL,2082.0,4,0,1,0,0,1,0,0,0
1999-02-10,dry,NATURAL,3201.0,4,0,1,0,0,1,0,0,0
1999-02-10,dry,NATURAL,4956.0,4,0,1,0,0,1,0,0,0
1999-02-11,unknown,NATURAL,3620.0,4,0,0,0,1,1,0,0,0
1999-02-11,dry,HUMAN,470.0,4,0,1,0,0,0,1,0,0
1999-02-11,dry,NATURAL,4623.0,4,0,1,0,0,1,0,0,0
1999-02-12,unknown,HUMAN,1227.0,4,0,0,0,1,0,1,0,0
1999-02-12,unknown,NATURAL,14208.0,4,0,0,0,1,1,0,0,0
1999-02-12,dry,NATURAL,3662.0,4,0,1,0,0,1,0,0,0
1999-02-12,unknown,NATURAL,9520.0,4,0,0,0,1,1,0,0,0
1999-02-12,dry,NATURAL,2587.0,4,0,1,0,0,1,0,0,0
1999-02-12,dry,NATURAL,5472.0,4,0,1,0,0,1,0,0,0
1999-02-12,dry,NATURAL,14201.0,4,0,1,0,0,1,0,0,0
1999-02-15,dry,NATURAL,1511.0,3,0,1,0,0,1,0,0,0
1999-02-15,dry,HUMAN,8150.0,3,0,1,0,0,0,1,0,0
1999-02-15,dry,HUMAN,26378.0,3,0,1,0,0,0,1,0,0
1999-02-18,dry,NATURAL,2854.0,3,0,1,0,0,1,0,0,0
1999-02-19,dry,NATURAL,1256.0,4,0,1,0,0,1,0,0,0
1999-02-19,unknown,NATURAL,2800.0,4,0,0,0,1,1,0,0,0
1999-02-19,dry,NATURAL,1623.0,4,0,1,0,0,1,0,0,0
1999-02-20,unknown,NATURAL,4048.0,4,0,0,0,1,1,0,0,0
1999-02-20,dry,NATURAL,5959.0,4,0,1,0,0,1,0,0,0
1999-02-20,dry,NATURAL,5684.0,4,0,1,0,0,1,0,0,0
1999-02-20,unknown,NATURAL,12915.0,4,0,0,0,1,1,0,0,0
1999-02-20,unknown,NATURAL,11925.0,4,0,0,0,1,1,0,0,0
1999-02-20,unknown,NATURAL,15438.0,4,0,0,0,1,1,0,0,0
1999-02-20,unknown,NATURAL,10321.0,4,0,0,0,1,1,0,0,0
1999-02-20,dry,NATURAL,6277.0,4,0,1,0,0,1,0,0,0
1999-02-20,unknown,NATURAL,3259.0,4,0,0,0,1,1,0,0,0
1999-02-21,unknown,NATURAL,9706.0,4,0,0,0,1,1,0,0,0
1999-02-21,unknown,NATURAL,11018.0,4,0,0,0,1,1,0,0,0
1999-02-22,unknown,UNKNOWN,120264.0,5,0,0,0,1,0,0,0,1
1999-02-22,unknown,NATURAL,2100.0,5,0,0,0,1,1,0,0,0
1999-02-22,unknown,NATURAL,8564.0,5,0,0,0,1,1,0,0,0
1999-02-22,dry,NATURAL,10969.0,5,0,1,0,0,1,0,0,0
1999-02-23,dry,NATURAL,4778.0,5,0,1,0,0,1,0,0,0
1999-02-23,unknown,NATURAL,5633.0,5,0,0,0,1,1,0,0,0
1999-02-23,unknown,NATURAL,2973.0,5,0,0,0,1,1,0,0,0
1999-02-23,unknown,NATURAL,3036.0,5,0,0,0,1,1,0,0,0
1999-02-25,wet,NATURAL,6867.0,3,1,0,0,0,1,0,0,0
1999-02-26,dry,NATURAL,2934.0,3,0,1,0,0,1,0,0,0
1999-03-01,unknown,NATURAL,6918.0,2,0,0,0,1,1,0,0,0
1999-03-01,unknown,NATURAL,9634.0,2,0,0,0,1,1,0,0,0
1999-03-07,unknown,UNKNOWN,15689.0,2,0,0,0,1,0,0,0,1
1999-03-10,wet,NATURAL,12559.0,3,1,0,0,0,1,0,0,0
1999-03-10,wet,NATURAL,13472.0,3,1,0,0,0,1,0,0,0
1999-03-10,wet,NATURAL,16573.0,3,1,0,0,0,1,0,0,0
1999-03-10,wet,NATURAL,5617.0,3,1,0,0,0,1,0,0,0
1999-03-10,wet,NATURAL,22236.0,3,1,0,0,0,1,0,0,0
1999-03-10,wet,NATURAL,2007.0,3,1,0,0,0,1,0,0,0
1999-03-10,dry,NATURAL,6978.0,3,0,1,0,0,1,0,0,0
1999-03-11,dry,NATURAL,8184.0,3,0,1,0,0,1,0,0,0
1999-03-11,dry,HUMAN,56610.0,3,0,1,0,0,0,1,0,0
1999-03-12,wet,NATURAL,17541.0,3,1,0,0,0,1,0,0,0
1999-03-12,wet,NATURAL,13458.0,3,1,0,0,0,1,0,0,0
1999-03-14,wet,NATURAL,25590.0,3,1,0,0,0,1,0,0,0
1999-03-16,wet,NATURAL,2544.0,3,1,0,0,0,1,0,0,0
1999-03-24,dry,HUMAN,297.0,2,0,1,0,0,0,1,0,0
1999-03-24,wet,NATURAL,654.0,2,1,0,0,0,1,0,0,0
1999-03-30,dry,HUMAN,639.0,2,0,1,0,0,0,1,0,0
1999-03-31,wet,NATURAL,6528.0,2,1,0,0,0,1,0,0,0
1999-03-31,wet,NATURAL,5540.0,2,1,0,0,0,1,0,0,0
1999-04-01,wet,NATURAL,11174.0,2,1,0,0,0,1,0,0,0
1999-04-01,wet,NATURAL,206.0,2,1,0,0,0,1,0,0,0
1999-04-04,wet,NATURAL,16722.0,1,1,0,0,0,1,0,0,0
1999-04-04,wet,NATURAL,12629.0,1,1,0,0,0,1,0,0,0
1999-04-05,unknown,HUMAN,624.0,3,0,0,0,1,0,1,0,0
1999-04-05,unknown,HUMAN,1790.0,3,0,0,0,1,0,1,0,0
1999-04-05,unknown,HUMAN,1636.0,3,0,0,0,1,0,1,0,0
1999-04-05,unknown,HUMAN,1746.0,3,0,0,0,1,0,1,0,0
1999-04-05,unknown,HUMAN,631.0,3,0,0,0,1,0,1,0,0
1999-04-05,unknown,HUMAN,1966.0,3,0,0,0,1,0,1,0,0
1999-04-05,unknown,HUMAN,2769.0,3,0,0,0,1,0,1,0,0
1999-04-05,unknown,HUMAN,4647.0,3,0,0,0,1,0,1,0,0
1999-04-05,unknown,HUMAN,660.0,3,0,0,0,1,0,1,0,0
1999-04-09,wet,NATURAL,22275.0,2,1,0,0,0,1,0,0,0
1999-04-17,unknown,HUMAN,817.0,3,0,0,0,1,0,1,0,0
1999-04-21,wet,NATURAL,3784.0,2,1,0,0,0,1,0,0,0
1999-04-25,wet,NATURAL,7631.0,2,1,0,0,0,1,0,0,0
1999-04-28,wet,NATURAL,610.0,1,1,0,0,0,1,0,0,0
1999-11-26,dry,HUMAN,3475.0,2,0,1,0,0,0,1,0,0
1999-12-16,unknown,HUMAN,1589.0,3,0,0,0,1,0,1,0,0
1999-12-16,unknown,HUMAN,806.0,3,0,0,0,1,0,1,0,0
1999-12-17,unknown,NATURAL,5982.0,3,0,0,0,1,1,0,0,0
1999-12-17,dry,NATURAL,3094.0,3,0,1,0,0,1,0,0,0
1999-12-17,unknown,NATURAL,12016.0,3,0,0,0,1,1,0,0,0
1999-12-19,unknown,NATURAL,5747.0,3,0,0,0,1,1,0,0,0
1999-12-19,unknown,NATURAL,4483.0,3,0,0,0,1,1,0,0,0
1999-12-21,dry,NATURAL,3606.0,2,0,1,0,0,1,0,0,0
1999-12-27,dry,HUMAN,3546.0,4,0,1,0,0,0,1,0,0
1999-12-27,dry,NATURAL,1610.0,4,0,1,0,0,1,0,0,0
1999-12-27,dry,HUMAN,4605.0,4,0,1,0,0,0,1,0,0
1999-12-27,dry,EXPLOSIVE,27184.0,4,0,1,0,0,0,0,1,0
1999-12-27,dry,NATURAL,9047.0,4,0,1,0,0,1,0,0,0
1999-12-27,dry,HUMAN,11439.0,4,0,1,0,0,0,1,0,0
1999-12-27,dry,NATURAL,5769.0,4,0,1,0,0,1,0,0,0
1999-12-28,dry,NATURAL,1250.0,3,0,1,0,0,1,0,0,0
1999-12-28,unknown,NATURAL,2577.0,3,0,0,0,1,1,0,0,0
1999-12-29,dry,HUMAN,6055.0,3,0,1,0,0,0,1,0,0
1999-12-30,dry,HUMAN,5118.0,3,0,1,0,0,0,1,0,0
1999-12-30,unknown,NATURAL,7701.0,3,0,0,0,1,1,0,0,0
1999-12-30,unknown,NATURAL,2951.0,3,0,0,0,1,1,0,0,0
1999-12-31,dry,HUMAN,90418.0,3,0,1,0,0,0,1,0,0
2000-01-01,dry,HUMAN,4243.0,3,0,1,0,0,0,1,0,0
2000-01-02,dry,HUMAN,2301.0,3,0,1,0,0,0,1,0,0
2000-01-02,dry,HUMAN,739.0,3,0,1,0,0,0,1,0,0
2000-01-03,dry,HUMAN,9597.0,2,0,1,0,0,0,1,0,0
2000-01-05,unknown,NATURAL,44084.0,2,0,0,0,1,1,0,0,0
2000-01-05,unknown,NATURAL,5491.0,2,0,0,0,1,1,0,0,0
2000-01-06,unknown,NATURAL,6507.0,2,0,0,0,1,1,0,0,0
2000-01-19,dry,NATURAL,2572.0,3,0,1,0,0,1,0,0,0
2000-01-19,dry,NATURAL,5240.0,3,0,1,0,0,1,0,0,0
2000-01-19,dry,NATURAL,1940.0,3,0,1,0,0,1,0,0,0
2000-01-19,dry,NATURAL,2206.0,3,0,1,0,0,1,0,0,0
2000-01-19,dry,NATURAL,1186.0,3,0,1,0,0,1,0,0,0
2000-01-19,dry,NATURAL,4247.0,3,0,1,0,0,1,0,0,0
2000-01-19,dry,NATURAL,4119.0,3,0,1,0,0,1,0,0,0
2000-01-19,dry,NATURAL,7112.0,3,0,1,0,0,1,0,0,0
2000-01-19,dry,NATURAL,4611.0,3,0,1,0,0,1,0,0,0
2000-01-19,dry,NATURAL,5213.0,3,0,1,0,0,1,0,0,0
2000-01-19,dry,NATURAL,1492.0,3,0,1,0,0,1,0,0,0
2000-01-19,dry,NATURAL,7477.0,3,0,1,0,0,1,0,0,0
2000-01-19,dry,HUMAN,10712.0,3,0,1,0,0,0,1,0,0
2000-01-20,dry,HUMAN,20154.0,3,0,1,0,0,0,1,0,0
2000-01-25,dry,NATURAL,7218.0,3,0,1,0,0,1,0,0,0
2000-01-25,unknown,NATURAL,10321.0,3,0,0,0,1,1,0,0,0
2000-01-25,dry,NATURAL,3092.0,3,0,1,0,0,1,0,0,0
2000-01-26,dry,HUMAN,3516.0,3,0,1,0,0,0,1,0,0
2000-01-26,dry,HUMAN,4598.0,3,0,1,0,0,0,1,0,0
2000-01-26,dry,HUMAN,10385.0,3,0,1,0,0,0,1,0,0
2000-01-27,dry,NATURAL,2202.0,3,0,1,0,0,1,0,0,0
2000-01-28,unknown,NATURAL,4364.0,2,0,0,0,1,1,0,0,0
2000-01-31,dry,NATURAL,10325.0,4,0,1,0,0,1,0,0,0
2000-01-31,dry,NATURAL,5476.0,4,0,1,0,0,1,0,0,0
2000-01-31,dry,NATURAL,7681.0,4,0,1,0,0,1,0,0,0
2000-01-31,dry,NATURAL,5618.0,4,0,1,0,0,1,0,0,0
2000-01-31,dry,NATURAL,2619.0,4,0,1,0,0,1,0,0,0
2000-01-31,unknown,NATURAL,8261.0,4,0,0,0,1,1,0,0,0
2000-01-31,unknown,NATURAL,7723.0,4,0,0,0,1,1,0,0,0
2000-01-31,unknown,NATURAL,10371.0,4,0,0,0,1,1,0,0,0
2000-01-31,unknown,NATURAL,4791.0,4,0,0,0,1,1,0,0,0
2000-01-31,dry,NATURAL,9416.0,4,0,1,0,0,1,0,0,0
2000-01-31,dry,HUMAN,1103.0,4,0,1,0,0,0,1,0,0
2000-01-31,unknown,NATURAL,9130.0,4,0,0,0,1,1,0,0,0
2000-01-31,dry,NATURAL,3688.0,4,0,1,0,0,1,0,0,0
2000-01-31,dry,NATURAL,4463.0,4,0,1,0,0,1,0,0,0
2000-01-31,unknown,NATURAL,2323.0,4,0,0,0,1,1,0,0,0
2000-01-31,unknown,NATURAL,2487.0,4,0,0,0,1,1,0,0,0
2000-02-01,unknown,NATURAL,10275.0,3,0,0,0,1,1,0,0,0
2000-02-01,dry,NATURAL,3656.0,3,0,1,0,0,1,0,0,0
2000-02-01,dry,NATURAL,31531.0,3,0,1,0,0,1,0,0,0
2000-02-01,dry,NATURAL,1904.0,3,0,1,0,0,1,0,0,0
2000-02-03,dry,HUMAN,3175.0,3,0,1,0,0,0,1,0,0
2000-02-04,dry,UNKNOWN,1245.0,3,0,1,0,0,0,0,0,1
2000-02-09,unknown,NATURAL,40625.0,3,0,0,0,1,1,0,0,0
2000-02-09,unknown,NATURAL,2571.0,3,0,0,0,1,1,0,0,0
2000-02-10,dry,HUMAN,11187.0,3,0,1,0,0,0,1,0,0
2000-02-12,dry,EXPLOSIVE,3517.0,2,0,1,0,0,0,0,1,0
2000-02-12,dry,NATURAL,4140.0,2,0,1,0,0,1,0,0,0
2000-02-12,dry,NATURAL,1530.0,2,0,1,0,0,1,0,0,0
2000-02-13,dry,HUMAN,234.0,2,0,1,0,0,0,1,0,0
2000-02-15,dry,HUMAN,5431.0,3,0,1,0,0,0,1,0,0
2000-02-21,dry,HUMAN,674.0,3,0,1,0,0,0,1,0,0
2000-02-21,dry,HUMAN,2118.0,3,0,1,0,0,0,1,0,0
2000-02-21,dry,HUMAN,820.0,3,0,1,0,0,0,1,0,0
2000-02-21,dry,UNKNOWN,116213.0,3,0,1,0,0,0,0,0,1
2000-02-21,dry,HUMAN,594.0,3,0,1,0,0,0,1,0,0
2000-02-24,unknown,NATURAL,10212.0,3,0,0,0,1,1,0,0,0
2000-02-28,unknown,NATURAL,6597.0,2,0,0,0,1,1,0,0,0
2000-03-09,unknown,NATURAL,5604.0,2,0,0,0,1,1,0,0,0
2000-03-09,unknown,NATURAL,5818.0,2,0,0,0,1,1,0,0,0
2000-03-10,unknown,NATURAL,10285.0,2,0,0,0,1,1,0,0,0
2000-03-12,unknown,NATURAL,3658.0,2,0,0,0,1,1,0,0,0
2000-03-12,unknown,NATURAL,9062.0,2,0,0,0,1,1,0,0,0
2000-03-12,unknown,NATURAL,14572.0,2,0,0,0,1,1,0,0,0
2000-03-12,unknown,NATURAL,14625.0,2,0,0,0,1,1,0,0,0
2000-03-18,dry,NATURAL,9272.0,3,0,1,0,0,1,0,0,0
2000-03-18,dry,HUMAN,4240.0,3,0,1,0,0,0,1,0,0
2000-03-19,dry,HUMAN,8356.0,3,0,1,0,0,0,1,0,0
2000-03-20,dry,HUMAN,2671.0,2,0,1,0,0,0,1,0,0
2000-03-25,unknown,NATURAL,9059.0,2,0,0,0,1,1,0,0,0
2000-03-31,unknown,HUMAN,4470.0,2,0,0,0,1,0,1,0,0
2000-04-02,dry,NATURAL,1509.0,2,0,1,0,0,1,0,0,0
2000-04-20,unknown,HUMAN,340.0,3,0,0,0,1,0,1,0,0
2000-04-23,wet,NATURAL,774.0,3,1,0,0,0,1,0,0,0
2000-04-24,dry,NATURAL,4895.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,1241.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,4171.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,7104.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,3427.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,2071.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,1629.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,6243.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,5512.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,3144.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,11016.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,4192.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,4483.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,3330.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,5570.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,46522.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,3043.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,8885.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,755.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,1877.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,12678.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,3440.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,3418.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,8684.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,1035.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,1567.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,2255.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,8172.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,5653.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,1761.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,2434.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,9592.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,27280.0,4,0,1,0,0,1,0,0,0
2000-04-24,dry,NATURAL,12959.0,4,0,1,0,0,1,0,0,0
2000-11-29,wet,NATURAL,6210.0,2,1,0,0,0,1,0,0,0
2000-12-16,dry,NATURAL,9594.0,3,0,1,0,0,1,0,0,0
2000-12-31,dry,HUMAN,5774.0,2,0,1,0,0,0,1,0,0
2001-01-03,dry,HUMAN,8562.0,2,0,1,0,0,0,1,0,0
2001-01-03,dry,HUMAN,5488.0,2,0,1,0,0,0,1,0,0
2001-01-04,dry,NATURAL,6828.0,2,0,1,0,0,1,0,0,0
2001-01-04,dry,NATURAL,2351.0,2,0,1,0,0,1,0,0,0
2001-01-04,dry,NATURAL,2818.0,2,0,1,0,0,1,0,0,0
2001-01-04,dry,NATURAL,4916.0,2,0,1,0,0,1,0,0,0
2001-01-04,dry,NATURAL,3708.0,2,0,1,0,0,1,0,0,0
2001-01-05,dry,HUMAN,1118.0,3,0,1,0,0,0,1,0,0
2001-01-07,dry,NATURAL,5657.0,3,0,1,0,0,1,0,0,0
2001-01-07,dry,NATURAL,4997.0,3,0,1,0,0,1,0,0,0
2001-01-07,dry,HUMAN,1597.0,3,0,1,0,0,0,1,0,0
2001-01-07,dry,HUMAN,1796.0,3,0,1,0,0,0,1,0,0
2001-01-09,unknown,NATURAL,7722.0,3,0,0,0,1,1,0,0,0
2001-01-09,dry,HUMAN,26216.0,3,0,1,0,0,0,1,0,0
2001-01-10,dry,HUMAN,10647.0,3,0,1,0,0,0,1,0,0
2001-01-14,dry,HUMAN,16352.0,2,0,1,0,0,0,1,0,0
2001-01-22,wet,NATURAL,18136.0,2,1,0,0,0,1,0,0,0
2001-02-04,dry,NATURAL,1520.0,3,0,1,0,0,1,0,0,0
2001-02-04,dry,HUMAN,47688.0,3,0,1,0,0,0,1,0,0
2001-02-04,dry,NATURAL,6316.0,3,0,1,0,0,1,0,0,0
2001-02-04,dry,NATURAL,1594.0,3,0,1,0,0,1,0,0,0
2001-02-04,unknown,HUMAN,1070.0,3,0,0,0,1,0,1,0,0
2001-02-06,dry,NATURAL,6499.0,3,0,1,0,0,1,0,0,0
2001-02-07,dry,NATURAL,6745.0,3,0,1,0,0,1,0,0,0
2001-02-10,dry,HUMAN,2199.0,3,0,1,0,0,0,1,0,0
2001-02-10,dry,HUMAN,16268.0,3,0,1,0,0,0,1,0,0
2001-02-12,dry,HUMAN,5213.0,2,0,1,0,0,0,1,0,0
2001-02-12,dry,UNKNOWN,5586.0,2,0,1,0,0,0,0,0,1
2001-02-23,dry,NATURAL,7542.0,3,0,1,0,0,1,0,0,0
2001-02-24,dry,NATURAL,1751.0,3,0,1,0,0,1,0,0,0
2001-02-24,dry,NATURAL,1296.0,3,0,1,0,0,1,0,0,0
2001-02-24,dry,NATURAL,19371.0,3,0,1,0,0,1,0,0,0
2001-02-25,dry,HUMAN,7593.0,3,0,1,0,0,0,1,0,0
2001-02-26,dry,HUMAN,936.0,3,0,1,0,0,0,1,0,0
2001-03-05,wet,NATURAL,2846.0,2,1,0,0,0,1,0,0,0
2001-03-12,wet,NATURAL,2084.0,2,1,0,0,0,1,0,0,0
2001-03-13,dry,NATURAL,3576.0,3,0,1,0,0,1,0,0,0
2001-03-13,wet,NATURAL,265.0,3,1,0,0,0,1,0,0,0
2001-03-13,dry,UNKNOWN,19715.0,3,0,1,0,0,0,0,0,1
2001-03-13,wet,NATURAL,6542.0,3,1,0,0,0,1,0,0,0
2001-03-14,dry,HUMAN,82185.0,3,0,1,0,0,0,1,0,0
2001-03-16,wet,HUMAN,2101.0,3,1,0,0,0,0,1,0,0
2001-03-18,wet,NATURAL,17285.0,2,1,0,0,0,1,0,0,0
2001-03-18,wet,NATURAL,17640.0,2,1,0,0,0,1,0,0,0
2001-03-21,wet,NATURAL,9638.0,2,1,0,0,0,1,0,0,0
2001-03-23,wet,NATURAL,23388.0,3,1,0,0,0,1,0,0,0
2001-03-24,wet,NATURAL,4731.0,4,1,0,0,0,1,0,0,0
2001-03-24,wet,NATURAL,567.0,4,1,0,0,0,1,0,0,0
2001-03-24,wet,NATURAL,9721.0,4,1,0,0,0,1,0,0,0
2001-03-24,wet,NATURAL,5070.0,4,1,0,0,0,1,0,0,0
2001-03-24,wet,NATURAL,2839.0,4,1,0,0,0,1,0,0,0
2001-03-26,mixed,NATURAL,624.0,3,0,0,1,0,1,0,0,0
2001-03-27,mixed,NATURAL,1196.0,3,0,0,1,0,1,0,0,0
2001-03-29,dry,NATURAL,5168.0,3,0,1,0,0,1,0,0,0
2001-03-29,dry,NATURAL,2729.0,3,0,1,0,0,1,0,0,0
2001-04-04,wet,NATURAL,2048.0,2,1,0,0,0,1,0,0,0
2001-04-15,unknown,NATURAL,8715.0,3,0,0,0,1,1,0,0,0
